#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 1   8.99 -0.29  1.74124  1.217 3.905  4.028 14.10  0.000 0.00 15.829 16.016 15.973 15.805 15.709 15.625 15.526 15.462 15.453  1.741 
 1   8.99 -0.21  0.44336 -1.486 3.596  4.901  8.90  0.000 0.00 17.386 20.716 19.660 18.371 17.491 16.696 15.760 15.132 14.982  0.443 
 1   8.99 -0.13  1.49699  0.826 3.867  4.203  9.80  0.000 0.00 12.505 12.738 12.759 12.476 12.301 12.147 11.977 11.850 11.839  1.497 
 1   8.99 -0.11  0.51760 -1.318 3.606  4.842  9.20  0.000 0.00 17.265 20.475 19.428 18.174 17.327 16.583 15.670 15.009 14.880  0.518 
 1   8.99 -0.11  2.27865  1.945 3.684  2.532 11.40  0.000 0.00 11.308 13.380 12.649 11.612 11.066 10.604  9.934  9.398  9.333  2.279 
 1   8.99 -0.09  0.72154 -0.786 3.663  4.680  9.30  0.000 0.00 16.034 18.409 17.568 16.511 15.858 15.343 14.604 13.988 13.912  0.722 
 1   8.99  0.03  1.30724  0.484 3.815  4.278 10.80  0.000 0.00 14.360 14.787 14.806 14.349 14.070 13.829 13.545 13.322 13.302  1.307 
 1   8.99  0.07  0.93580 -0.282 3.727  4.547 10.40  0.000 0.00 15.874 17.249 16.846 16.018 15.555 15.174 14.654 14.234 14.189  0.936 
 1   8.99  0.15  0.41144 -1.614 3.574  4.907  8.30  0.000 0.00 17.106 20.909 19.792 18.487 17.519 16.442 15.370 14.779 14.596  0.411 
 1   8.99  0.23  1.40982  0.599 3.819  4.210  9.80  0.000 0.00 13.072 13.529 13.501 13.039 12.762 12.531 12.263 12.056 12.036  1.410 
 1   8.99  0.29  1.06158 -0.030 3.754  4.456 11.00  0.000 0.00 15.845 16.945 16.651 15.909 15.495 15.160 14.724 14.382 14.345  1.062 
 1   8.99  0.49  0.56336 -1.246 3.604  4.796  9.80  0.000 0.00 17.686 21.095 20.007 18.805 17.938 17.034 16.035 15.333 15.217  0.563 
 1   9.01 -0.37  0.41005 -1.539 3.599  4.931  8.10  0.000 0.00 16.717 19.943 18.922 17.635 16.767 16.019 15.110 14.491 14.338  0.410 
 1   9.01 -0.27  0.68453 -0.828 3.663  4.698  7.20  0.000 0.00 14.039 16.345 15.554 14.513 13.867 13.351 12.614 11.999 11.919  0.685 
 1   9.01 -0.19  1.92826  1.397 3.855  3.692 10.00  0.000 0.00 11.276 11.556 11.530 11.235 11.047 10.880 10.682 10.541 10.525  1.928 
 1   9.01 -0.13  0.39668 -1.616 3.583  4.933  8.80  0.000 0.00 17.611 21.204 20.090 18.764 17.838 16.925 15.934 15.334 15.162  0.397 
 1   9.01 -0.09  0.31209 -1.853 3.568  5.002  8.20  0.000 0.00 17.602 21.517 20.309 18.920 17.953 16.932 15.888 15.307 15.107  0.312 
 1   9.01 -0.05  0.48902 -1.404 3.597  4.864  9.20  0.000 0.00 17.479 20.840 19.770 18.495 17.614 16.796 15.847 15.200 15.059  0.489 
 1   9.01  0.03  0.59689 -1.144 3.618  4.776  6.90  0.000 0.00 14.529 17.657 16.591 15.366 14.553 13.857 12.966 12.278 12.166  0.597 
 1   9.01  0.07  0.99062 -0.155 3.744  4.513 11.40  0.000 0.00 16.558 17.691 17.410 16.655 16.230 15.877 15.407 15.031 14.991  0.991 
 1   9.01  0.09  0.81597 -0.581 3.684  4.613 10.50  0.000 0.00 16.722 18.814 18.064 17.067 16.478 16.013 15.348 14.802 14.737  0.816 
 1   9.01  0.13  1.26090  0.386 3.801  4.302 10.10  0.000 0.00 13.906 14.451 14.422 13.900 13.590 13.326 13.011 12.763 12.740  1.261 
 1   9.01  0.19  0.48218 -1.446 3.586  4.857  8.90  0.000 0.00 17.284 20.884 19.803 18.539 17.610 16.621 15.586 14.957 14.801  0.482 
 1   9.01  0.21  0.36860 -1.733 3.564  4.941  6.80  0.000 0.00 15.903 19.906 18.712 17.350 16.365 15.253 14.163 13.576 13.375  0.369 
 1   9.01  0.21  1.46745  0.686 3.826  4.169  9.30  0.000 0.00 12.356 12.766 12.750 12.317 12.056 11.837 11.585 11.392 11.373  1.467 
 1   9.01  0.31  0.64815 -1.034 3.626  4.732  9.30  0.000 0.00 16.655 19.797 18.684 17.473 16.676 15.983 15.097 14.401 14.301  0.648 
 1   9.03 -0.11  1.50098  0.832 3.862  4.177  7.10  0.000 0.00  9.790 10.035 10.058  9.761  9.576  9.413  9.232  9.097  9.084  1.501 
 1   9.03 -0.11  1.16962  0.268 3.801  4.387 10.70  0.000 0.00 14.800 15.279 15.315 14.815 14.509 14.240 13.919 13.660 13.638  1.170 
 1   9.03 -0.09  1.56795  0.918 3.867  4.130 11.10  0.000 0.00 13.574 13.813 13.822 13.539 13.365 13.213 13.043 12.918 12.906  1.568 
 1   9.03 -0.05  0.68268 -0.900 3.647  4.708  9.40  0.000 0.00 16.421 19.089 18.137 17.013 16.301 15.740 14.945 14.286 14.199  0.683 
 1   9.03  0.05  1.06115  0.007 3.764  4.460 10.40  0.000 0.00 15.152 16.024 15.872 15.206 14.825 14.502 14.089 13.758 13.725  1.061 
 1   9.03  0.07  1.18417  0.257 3.790  4.361 10.50  0.000 0.00 14.627 15.245 15.199 14.639 14.309 14.028 13.684 13.410 13.384  1.184 
 1   9.03  0.11  0.78202 -0.672 3.671  4.634  9.90  0.000 0.00 16.351 18.679 17.826 16.777 16.142 15.646 14.935 14.348 14.277  0.782 
 1   9.03  0.11  2.00938  1.368 3.813  3.572 11.80  0.000 0.00 13.149 13.644 13.570 13.115 12.839 12.604 12.318 12.105 12.081  2.009 
 1   9.03  0.15  0.29193 -1.940 3.552  4.997  7.80  0.000 0.00 17.419 21.697 20.394 18.944 17.935 16.784 15.673 15.099 14.870  0.292 
 1   9.03  0.23  0.26047 -2.042 3.543  5.014  6.70  0.000 0.00 16.574 21.026 19.683 18.203 17.165 15.957 14.809 14.243 14.006  0.260 
 1   9.03  0.23  0.81784 -0.598 3.678  4.608  9.80  0.000 0.00 16.065 18.333 17.485 16.447 15.829 15.351 14.666 14.107 14.040  0.818 
 1   9.03  0.25  0.52439 -1.341 3.595  4.824  9.50  0.000 0.00 17.622 21.090 20.017 18.778 17.882 16.961 15.956 15.290 15.155  0.524 
 1   9.03  0.33  1.22732  0.309 3.790  4.325  9.30  0.000 0.00 13.298 14.009 13.883 13.293 12.954 12.676 12.339 12.079 12.052  1.227 
 1   9.05 -0.29  0.48191 -1.373 3.608  4.874  8.80  0.000 0.00 17.003 20.128 19.117 17.865 17.028 16.315 15.423 14.777 14.641  0.482 
 1   9.05 -0.29  0.71483 -0.736 3.676  4.676  9.20  0.000 0.00 15.809 17.880 17.184 16.195 15.597 15.113 14.420 13.842 13.770  0.715 
 1   9.05 -0.27  1.19522  0.393 3.826  4.373 13.80  0.000 0.00 17.587 17.905 17.997 17.598 17.342 17.110 16.846 16.634 16.618  1.195 
 1   9.05 -0.23  0.75214 -0.653 3.686  4.658  8.50  0.000 0.00 14.903 16.819 16.189 15.234 14.667 14.204 13.547 13.002 12.936  0.752 
 1   9.05 -0.19  0.80906 -0.513 3.705  4.626  8.20  0.000 0.00 14.254 15.866 15.374 14.488 13.977 13.553 12.961 12.473 12.417  0.809 
 1   9.05 -0.13  0.40362 -1.598 3.585  4.926  8.80  0.000 0.00 17.564 21.136 20.027 18.705 17.783 16.878 15.891 15.288 15.118  0.404 
 1   9.05 -0.11  0.26733 -1.977 3.561  5.032  7.50  0.000 0.00 17.214 21.304 20.030 18.599 17.614 16.557 15.491 14.914 14.700  0.267 
 1   9.05 -0.11  1.18429  0.301 3.804  4.374  9.80  0.000 0.00 13.817 14.276 14.316 13.829 13.530 13.268 12.955 12.705 12.683  1.184 
 1   9.05 -0.07  0.80517 -0.570 3.693  4.631  9.50  0.000 0.00 15.694 17.558 16.932 15.988 15.435 14.988 14.355 13.831 13.771  0.805 
 1   9.05 -0.03  0.43013 -1.550 3.584  4.904  8.00  0.000 0.00 16.646 20.244 19.138 17.829 16.903 15.964 14.961 14.354 14.187  0.430 
 1   9.05  0.01  0.70363 -0.861 3.648  4.686 10.10  0.000 0.00 17.023 19.700 18.735 17.610 16.900 16.341 15.548 14.889 14.804  0.704 
 1   9.05  0.03  0.56848 -1.214 3.611  4.798  8.10  0.000 0.00 15.906 19.112 18.043 16.805 15.970 15.232 14.319 13.638 13.520  0.568 
 1   9.05  0.03  1.03536 -0.042 3.759  4.479 11.00  0.000 0.00 15.876 16.797 16.625 15.941 15.550 15.220 14.793 14.450 14.415  1.035 
 1   9.05  0.15  0.53830 -1.303 3.600  4.817  9.70  0.000 0.00 17.727 21.092 20.018 18.773 17.900 17.058 16.092 15.415 15.287  0.538 
 1   9.05  0.17  0.61228 -1.124 3.618  4.766  8.20  0.000 0.00 15.780 18.958 17.873 16.652 15.835 15.110 14.204 13.512 13.403  0.612 
 1   9.05  0.21  1.24484  0.345 3.793  4.308  7.70  0.000 0.00 11.607 12.244 12.166 11.604 11.277 11.003 10.671 10.412 10.387  1.245 
 1   9.05  0.35  2.01363  1.281 3.732  3.333  7.60  0.000 0.00  9.168 10.646 10.142  9.281  8.821  8.451  7.947  7.566  7.519  2.014 
 1   9.05  0.37  1.07489  0.003 3.758  4.443 10.40  0.000 0.00 15.162 16.249 15.949 15.213 14.804 14.476 14.052 13.723 13.687  1.075 
 1   9.07 -0.33  0.17517 -2.352 3.537  5.127  6.10  0.000 0.00 16.751 21.502 19.956 18.355 17.296 16.136 14.998 14.427 14.183  0.175 
 1   9.07 -0.25  1.61804  1.065 3.883  4.059 11.80  0.000 0.00 13.907 14.119 14.109 13.877 13.737 13.612 13.471 13.372 13.362  1.618 
 1   9.07 -0.15  0.33477 -1.784 3.575  4.993  7.80  0.000 0.00 17.031 20.774 19.616 18.254 17.306 16.345 15.331 14.750 14.562  0.335 
 1   9.07 -0.07  0.46729 -1.452 3.593  4.879  8.60  0.000 0.00 17.000 20.419 19.341 18.055 17.162 16.316 15.355 14.722 14.572  0.467 
 1   9.07 -0.05  0.82661 -0.519 3.699  4.618  9.70  0.000 0.00 15.768 17.531 16.949 16.026 15.493 15.060 14.449 13.946 13.888  0.827 
 1   9.07 -0.01  0.49241 -1.403 3.595  4.860  9.20  0.000 0.00 17.477 20.877 19.799 18.523 17.636 16.796 15.836 15.191 15.049  0.492 
 1   9.07 -0.01  0.50009 -1.384 3.597  4.855  9.40  0.000 0.00 17.631 21.002 19.928 18.655 17.774 16.950 15.997 15.346 15.207  0.500 
 1   9.07  0.03  1.04704 -0.015 3.762  4.469  9.30  0.000 0.00 14.108 14.993 14.838 14.166 13.782 13.457 13.038 12.702 12.668  1.047 
 1   9.07  0.05  0.96509 -0.206 3.738  4.528  9.00  0.000 0.00 14.285 15.496 15.178 14.400 13.962 13.598 13.110 12.717 12.675  0.965 
 1   9.07  0.07  0.78210 -0.662 3.674  4.633  8.80  0.000 0.00 15.225 17.489 16.666 15.632 15.009 14.520 13.818 13.237 13.168  0.782 
 1   9.07  0.09  0.93205 -0.292 3.725  4.546  9.60  0.000 0.00 15.101 16.520 16.092 15.252 14.782 14.397 13.870 13.445 13.399  0.932 
 1   9.07  0.11  0.49289 -1.412 3.591  4.853  8.50  0.000 0.00 16.801 20.302 19.220 17.953 17.046 16.129 15.131 14.490 14.343  0.493 
 1   9.07  0.15  0.69690 -0.902 3.641  4.693  8.10  0.000 0.00 15.126 17.980 16.947 15.786 15.045 14.445 13.623 12.954 12.864  0.697 
 1   9.07  0.17  0.50340 -1.392 3.591  4.842  7.80  0.000 0.00 16.049 19.560 18.482 17.225 16.317 15.383 14.374 13.728 13.583  0.503 
 1   9.07  0.17  0.93546 -0.303 3.720  4.539 11.50  0.000 0.00 17.028 18.560 18.065 17.196 16.709 16.317 15.775 15.341 15.293  0.935 
 1   9.07  0.19  2.03904  1.555 3.679  2.854  7.90  0.000 0.00  8.782 11.088 10.211  9.116  8.538  8.069  7.380  6.844  6.774  2.039 
 1   9.07  0.19  1.33540  0.499 3.808  4.242 10.20  0.000 0.00 13.723 14.242 14.205 13.704 13.407 13.156 12.860 12.630 12.607  1.335 
 1   9.07  0.35  0.75376 -0.761 3.657  4.650  8.20  0.000 0.00 14.874 17.566 16.544 15.415 14.718 14.172 13.406 12.784 12.705  0.754 
 1   9.09 -0.35  0.38134 -1.621 3.593  4.959  9.00  0.000 0.00 17.821 21.173 20.113 18.801 17.913 17.125 16.195 15.588 15.425  0.381 
 1   9.09 -0.23  1.89686  1.628 3.699  2.828 10.50  0.000 0.00 11.200 12.922 12.380 11.439 10.932 10.497  9.880  9.383  9.325  1.897 
 1   9.09 -0.21  0.73103 -0.717 3.676  4.669 10.30  0.000 0.00 16.862 18.957 18.241 17.247 16.647 16.164 15.472 14.896 14.826  0.731 
 1   9.09 -0.17  1.33963  0.625 3.843  4.258 10.40  0.000 0.00 13.607 13.890 13.947 13.596 13.372 13.173 12.949 12.774 12.759  1.340 
 1   9.09 -0.15  1.05217  0.041 3.775  4.466 10.20  0.000 0.00 14.868 15.548 15.514 14.915 14.561 14.251 13.865 13.552 13.522  1.052 
 1   9.09 -0.11  0.21557 -2.159 3.550  5.076  6.70  0.000 0.00 16.866 21.240 19.866 18.371 17.355 16.230 15.128 14.556 14.321  0.216 
 1   9.09 -0.05  1.06460  0.047 3.771  4.448 10.30  0.000 0.00 14.952 15.710 15.626 15.000 14.636 14.322 13.925 13.605 13.575  1.065 
 1   9.09 -0.01  0.87001 -0.420 3.712  4.590 11.40  0.000 0.00 17.219 18.800 18.303 17.425 16.925 16.515 15.944 15.477 15.425  0.870 
 1   9.09  0.01  0.82883 -0.525 3.695  4.607  9.10  0.000 0.00 15.182 17.048 16.412 15.466 14.916 14.474 13.846 13.330 13.271  0.829 
 1   9.09  0.03  2.14089  2.755 3.609  1.394 11.00  0.000 0.00  8.882 12.925 11.235  9.764  8.974  8.298  7.309  6.532  6.409  2.141 
 1   9.09  0.09  0.47718 -1.449 3.588  4.865  8.60  0.000 0.00 16.991 20.532 19.445 18.169 17.254 16.318 15.313 14.683 14.529  0.477 
 1   9.09  0.11  0.84314 -0.512 3.694  4.596 11.10  0.000 0.00 17.149 19.088 18.405 17.440 16.880 16.436 15.805 15.289 15.229  0.843 
 1   9.09  0.23  1.19727  0.257 3.784  4.343  9.80  0.000 0.00 13.928 14.656 14.539 13.937 13.590 13.302 12.948 12.670 12.642  1.197 
 1   9.11 -0.39  1.00009  0.041 3.786  4.485 12.30  0.000 0.00 16.967 17.498 17.558 17.021 16.690 16.392 16.028 15.730 15.704  1.000 
 1   9.11 -0.35  1.50725  0.966 3.884  4.130  8.10  0.000 0.00 10.454 10.660 10.665 10.435 10.295 10.168 10.027  9.926  9.916  1.507 
 1   9.11 -0.21  1.47839  0.860 3.867  4.161 14.00  0.000 0.00 16.620 16.852 16.876 16.596 16.421 16.265 16.092 15.963 15.952  1.478 
 1   9.11 -0.17  0.84963 -0.408 3.720  4.600  9.40  0.000 0.00 15.190 16.584 16.199 15.367 14.894 14.496 13.950 13.503 13.453  0.850 
 1   9.11 -0.11  1.47474  0.814 3.854  4.155 10.10  0.000 0.00 12.835 13.097 13.126 12.808 12.607 12.430 12.232 12.081 12.068  1.475 
 1   9.11 -0.09  2.04048  1.730 3.692  2.731 11.50  0.000 0.00 11.945 13.866 13.207 12.213 11.684 11.238 10.598 10.085 10.024  2.040 
 1   9.11 -0.07  0.72065 -0.791 3.662  4.679  9.10  0.000 0.00 15.848 18.259 17.402 16.337 15.677 15.157 14.413 13.792 13.715  0.721 
 1   9.11 -0.05  0.51932 -1.325 3.603  4.839  8.40  0.000 0.00 16.483 19.746 18.686 17.427 16.570 15.802 14.876 14.213 14.083  0.519 
 1   9.11 -0.05  0.82458 -0.523 3.699  4.618  9.60  0.000 0.00 15.677 17.449 16.863 15.938 15.404 14.969 14.356 13.851 13.793  0.825 
 1   9.11 -0.01  0.28889 -1.930 3.559  5.011  7.80  0.000 0.00 17.395 21.507 20.251 18.833 17.842 16.743 15.661 15.084 14.868  0.289 
 1   9.11  0.03  0.84158 -0.495 3.699  4.599  9.20  0.000 0.00 15.208 17.018 16.404 15.470 14.931 14.497 13.883 13.380 13.322  0.842 
 1   9.11  0.03  0.74539 -0.751 3.663  4.658 10.60  0.000 0.00 17.247 19.680 18.801 17.730 17.070 16.553 15.811 15.195 15.119  0.745 
 1   9.11  0.09  0.72860 -0.807 3.654  4.670  9.40  0.000 0.00 16.188 18.804 17.848 16.737 16.043 15.499 14.725 14.084 14.003  0.729 
 1   9.11  0.09  1.79753  1.160 3.823  3.771 10.50  0.000 0.00 12.370 12.792 12.754 12.333 12.075 11.853 11.590 11.392 11.371  1.798 
 1   9.11  0.29  0.84744 -0.522 3.689  4.590 10.30  0.000 0.00 16.374 18.485 17.699 16.693 16.107 15.653 15.006 14.485 14.422  0.847 
 1   9.11  0.43  0.85253 -0.509 3.691  4.587  7.60  0.000 0.00 13.643 15.794 14.970 13.952 13.363 12.914 12.274 11.765 11.703  0.853 
 1   9.13 -0.47  0.37178 -1.617 3.601  4.976  8.80  0.000 0.00 17.611 20.758 19.765 18.485 17.627 16.908 16.017 15.408 15.253  0.372 
 1   9.13 -0.09  1.47985  0.819 3.850  4.135  8.80  0.000 0.00 11.523 11.797 11.826 11.496 11.287 11.104 10.897 10.740 10.725  1.480 
 1   9.13 -0.09  0.69544 -0.851 3.654  4.693 10.50  0.000 0.00 17.398 19.936 19.034 17.940 17.254 16.714 15.942 15.299 15.217  0.695 
 1   9.13 -0.09  1.08954  0.108 3.780  4.433 11.50  0.000 0.00 15.999 16.656 16.622 16.036 15.690 15.390 15.016 14.715 14.687  1.090 
 1   9.13 -0.05  0.21059 -2.187 3.545  5.075  7.10  0.000 0.00 17.337 21.781 20.413 18.918 17.887 16.712 15.582 15.015 14.778  0.211 
 1   9.13 -0.03  0.29428 -1.910 3.561  5.008  7.80  0.000 0.00 17.346 21.411 20.165 18.754 17.770 16.690 15.617 15.038 14.827  0.294 
 1   9.13  0.03  1.79883  1.182 3.815  3.717 11.70  0.000 0.00 13.515 13.972 13.933 13.490 13.217 12.982 12.697 12.482 12.458  1.799 
 1   9.13  0.05  0.76977 -0.688 3.671  4.641  9.40  0.000 0.00 15.891 18.196 17.361 16.318 15.686 15.190 14.476 13.886 13.815  0.770 
 1   9.13  0.07  0.54455 -1.278 3.604  4.814  9.50  0.000 0.00 17.465 20.761 19.688 18.440 17.582 16.791 15.851 15.175 15.050  0.545 
 1   9.13  0.09  0.39398 -1.650 3.573  4.920  7.40  0.000 0.00 16.294 20.111 18.977 17.653 16.688 15.626 14.563 13.976 13.790  0.394 
 1   9.13  0.11  0.87578 -0.428 3.705  4.576 10.70  0.000 0.00 16.541 18.280 17.691 16.772 16.248 15.828 15.237 14.757 14.703  0.876 
 1   9.13  0.11  1.77960  1.136 3.817  3.766 14.60  0.000 0.00 16.531 16.995 16.945 16.499 16.227 15.996 15.718 15.509 15.486  1.780 
 1   9.13  0.13  0.48762 -1.426 3.589  4.855  9.10  0.000 0.00 17.436 20.970 19.888 18.620 17.706 16.766 15.757 15.121 14.970  0.488 
 1   9.13  0.17  0.18987 -2.323 3.524  5.080  5.30  0.000 0.00 15.878 20.728 19.297 17.754 16.646 15.302 14.063 13.516 13.268  0.190 
 1   9.13  0.17  1.58071  0.872 3.829  4.025  9.00  0.000 0.00 11.589 11.987 11.965 11.548 11.295 11.082 10.834 10.647 10.627  1.581 
 1   9.13  0.19  0.84600 -0.520 3.690  4.590 11.30  0.000 0.00 17.371 19.418 18.675 17.685 17.107 16.655 16.010 15.485 15.423  0.846 
 1   9.13  0.49  1.59668  0.885 3.826  4.008  9.70  0.000 0.00 12.257 12.735 12.645 12.189 11.924 11.713 11.470 11.292 11.271  1.597 
 1   9.15 -0.47  0.45146 -1.413 3.614  4.907  9.60  0.000 0.00 17.903 20.900 19.935 18.700 17.883 17.211 16.346 15.711 15.574  0.451 
 1   9.15 -0.41  1.39613  0.828 3.873  4.193  8.60  0.000 0.00 11.300 11.512 11.549 11.291 11.128 10.980 10.816 10.694 10.684  1.396 
 1   9.15 -0.27  0.67549 -0.849 3.660  4.704 10.90  0.000 0.00 17.793 20.144 19.336 18.284 17.629 17.107 16.360 15.738 15.657  0.675 
 1   9.15 -0.23  0.60083 -1.070 3.634  4.767 10.00  0.000 0.00 17.445 20.256 19.294 18.129 17.376 16.768 15.937 15.267 15.164  0.601 
 1   9.15 -0.17  0.49099 -1.373 3.604  4.863  9.30  0.000 0.00 17.502 20.721 19.682 18.420 17.566 16.816 15.902 15.251 15.115  0.491 
 1   9.15 -0.15  1.80071  1.757 3.674  2.580  9.10  0.000 0.00  9.477 11.688 10.901  9.830  9.261  8.780  8.075  7.507  7.438  1.801 
 1   9.15 -0.13  1.24182  0.449 3.821  4.312 10.60  0.000 0.00 14.247 14.614 14.672 14.247 13.980 13.744 13.469 13.251 13.233  1.242 
 1   9.15 -0.09  0.64716 -0.981 3.640  4.734  9.50  0.000 0.00 16.722 19.497 18.523 17.372 16.635 16.045 15.226 14.557 14.463  0.647 
 1   9.15 -0.09  1.15235  0.240 3.795  4.387 10.20  0.000 0.00 14.371 14.898 14.913 14.390 14.073 13.797 13.462 13.193 13.169  1.152 
 1   9.15 -0.05  1.09178  0.111 3.778  4.424 10.20  0.000 0.00 14.693 15.377 15.326 14.729 14.380 14.077 13.699 13.395 13.367  1.092 
 1   9.15 -0.03  0.60877 -1.100 3.625  4.767 10.40  0.000 0.00 17.920 20.951 19.902 18.691 17.900 17.249 16.381 15.690 15.583  0.609 
 1   9.15 -0.01  0.92947 -0.266 3.732  4.545  9.70  0.000 0.00 15.134 16.409 16.066 15.268 14.819 14.444 13.935 13.523 13.479  0.929 
 1   9.15  0.01  1.03355 -0.032 3.761  4.476  9.90  0.000 0.00 14.751 15.644 15.488 14.813 14.427 14.100 13.677 13.336 13.302  1.034 
 1   9.15  0.05  0.75662 -0.723 3.666  4.650  9.70  0.000 0.00 16.277 18.664 17.798 16.738 16.089 15.580 14.850 14.245 14.171  0.757 
 1   9.15  0.09  0.69211 -0.903 3.642  4.695 10.40  0.000 0.00 17.427 20.239 19.226 18.072 17.337 16.747 15.930 15.262 15.172  0.692 
 1   9.15  0.09  0.78935 -0.644 3.675  4.627 11.30  0.000 0.00 17.679 19.920 19.103 18.073 17.456 16.972 16.277 15.703 15.635  0.789 
 1   9.15  0.13  0.49645 -1.405 3.591  4.849  8.60  0.000 0.00 16.881 20.385 19.305 18.041 17.134 16.211 15.210 14.567 14.421  0.496 
 1   9.15  0.15  0.57934 -1.201 3.610  4.787  9.20  0.000 0.00 16.973 20.229 19.151 17.919 17.077 16.304 15.372 14.686 14.569  0.579 
 1   9.15  0.19  1.82449  1.159 3.795  3.668 11.90  0.000 0.00 13.773 14.413 14.298 13.758 13.441 13.175 12.847 12.599 12.570  1.824 
 1   9.15  0.21  0.74914 -0.771 3.656  4.653  8.10  0.000 0.00 14.798 17.443 16.459 15.341 14.647 14.103 13.334 12.702 12.623  0.749 
 1   9.15  0.27  1.44866  0.684 3.818  4.133 14.10  0.000 0.00 17.160 17.639 17.592 17.123 16.845 16.613 16.343 16.138 16.117  1.449 
 1   9.15  0.29  0.97172 -0.218 3.730  4.511 11.50  0.000 0.00 16.815 18.250 17.789 16.945 16.477 16.104 15.596 15.195 15.151  0.972 
 1   9.15  0.33  0.62924 -1.077 3.620  4.742  9.30  0.000 0.00 16.764 19.968 18.856 17.642 16.830 16.095 15.186 14.489 14.384  0.629 
 1   9.17 -0.31  0.57587 -1.115 3.632  4.787  9.90  0.000 0.00 17.456 20.262 19.314 18.146 17.389 16.778 15.947 15.281 15.173  0.576 
 1   9.17 -0.23  1.03916  0.051 3.781  4.472  8.80  0.000 0.00 13.442 14.055 14.059 13.489 13.147 12.844 12.470 12.166 12.138  1.039 
 1   9.17 -0.23  1.44992  0.844 3.860  4.143 10.00  0.000 0.00 12.661 12.905 12.936 12.641 12.453 12.286 12.098 11.957 11.945  1.450 
 1   9.17 -0.21  1.09580  0.170 3.794  4.431 11.40  0.000 0.00 15.745 16.253 16.294 15.776 15.459 15.178 14.838 14.563 14.539  1.096 
 1   9.17 -0.17  0.73202 -0.724 3.674  4.668 10.80  0.000 0.00 17.381 19.535 18.790 17.782 17.172 16.683 15.983 15.400 15.328  0.732 
 1   9.17 -0.13  0.33166 -1.795 3.573  4.993  7.40  0.000 0.00 16.657 20.439 19.271 17.904 16.951 15.975 14.954 14.372 14.181  0.332 
 1   9.17 -0.07  0.64882 -0.982 3.639  4.733 10.40  0.000 0.00 17.624 20.419 19.436 18.282 17.541 16.947 16.126 15.454 15.360  0.649 
 1   9.17 -0.03  0.19897 -2.237 3.541  5.083  6.80  0.000 0.00 17.163 21.688 20.309 18.806 17.759 16.547 15.394 14.832 14.593  0.199 
 1   9.17 -0.03  0.73155 -0.772 3.663  4.672 10.70  0.000 0.00 17.401 19.806 18.945 17.882 17.225 16.709 15.968 15.351 15.275  0.732 
 1   9.17 -0.01  1.14659  0.225 3.789  4.373 10.00  0.000 0.00 14.207 14.810 14.784 14.227 13.897 13.612 13.262 12.982 12.956  1.147 
 1   9.17  0.05  0.58555 -1.173 3.615  4.783 10.20  0.000 0.00 17.901 21.073 20.004 18.773 17.949 17.229 16.325 15.639 15.525  0.586 
 1   9.17  0.05  0.89864 -0.355 3.718  4.566 11.50  0.000 0.00 17.158 18.666 18.199 17.337 16.851 16.454 15.904 15.458 15.409  0.899 
 1   9.17  0.07  1.33305  0.547 3.815  4.220 10.90  0.000 0.00 14.301 14.745 14.748 14.286 14.006 13.765 13.481 13.259 13.238  1.333 
 1   9.17  0.13  0.92733 -0.306 3.722  4.543  9.30  0.000 0.00 14.834 16.327 15.857 14.998 14.517 14.126 13.588 13.156 13.108  0.927 
 1   9.17  0.13  1.99216  1.786 3.672  2.586 10.50  0.000 0.00 10.806 13.235 12.304 11.175 10.584 10.100  9.385  8.826  8.752  1.992 
 1   9.17  0.13  1.19329  0.280 3.788  4.334 11.10  0.000 0.00 15.169 15.824 15.753 15.179 14.845 14.561 14.215 13.941 13.914  1.193 
 1   9.17  0.21  0.70249 -0.893 3.640  4.684 10.00  0.000 0.00 17.001 19.892 18.841 17.674 16.928 16.320 15.492 14.823 14.733  0.702 
 1   9.17  0.23  1.29216  0.444 3.800  4.252 14.20  0.000 0.00 17.861 18.444 18.383 17.847 17.533 17.270 16.956 16.712 16.688  1.292 
 1   9.17  0.29  0.96625 -0.229 3.729  4.514 11.00  0.000 0.00 16.343 17.799 17.327 16.477 16.006 15.630 15.117 14.713 14.668  0.966 
 1   9.19 -0.41  0.61544 -0.979 3.650  4.750 10.50  0.000 0.00 17.717 20.198 19.359 18.274 17.586 17.037 16.257 15.611 15.519  0.615 
 1   9.19 -0.35  0.52991 -1.229 3.623  4.829 10.00  0.000 0.00 17.842 20.767 19.795 18.591 17.803 17.161 16.308 15.644 15.524  0.530 
 1   9.19 -0.25  0.83030 -0.421 3.721  4.608  9.80  0.000 0.00 15.622 16.965 16.615 15.796 15.328 14.932 14.390 13.946 13.896  0.830 
 1   9.19 -0.21  0.69360 -0.816 3.662  4.689  8.80  0.000 0.00 15.610 17.955 17.142 16.091 15.440 14.922 14.180 13.563 13.483  0.694 
 1   9.19 -0.21  0.49921 -1.343 3.608  4.857  9.00  0.000 0.00 17.129 20.289 19.261 18.009 17.168 16.443 15.542 14.889 14.757  0.499 
 1   9.19 -0.21  0.70824 -0.775 3.667  4.679  9.90  0.000 0.00 16.609 18.858 18.082 17.052 16.421 15.916 15.194 14.592 14.516  0.708 
