#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 2  10.05 -0.59  0.94649  1.813 3.696  2.329 13.80  0.000 0.00 14.037 15.675 15.209 14.293 13.791 13.345 12.718 12.204 12.146  0.946 
 2  10.05 -0.59  0.88677  0.252 3.786  4.225 14.10  0.000 0.00 18.239 18.726 18.814 18.305 17.979 17.680 17.314 17.015 16.988  0.887 
 2  10.05 -0.59  0.94175  1.579 3.677  2.489 14.30  0.000 0.00 15.123 17.052 16.460 15.463 14.919 14.438 13.747 13.174 13.108  0.942 
 2  10.05 -0.57  0.89549  0.277 3.786  4.202 10.40  0.000 0.00 14.477 14.971 15.054 14.541 14.215 13.916 13.548 13.248 13.221  0.895 
 2  10.05 -0.57  0.77724 -0.254 3.749  4.522 10.80  0.000 0.00 16.204 17.050 16.991 16.318 15.919 15.562 15.099 14.720 14.679  0.777 
 2  10.05 -0.57  0.61075 -0.870 3.667  4.707 10.90  0.000 0.00 17.846 19.962 19.284 18.284 17.667 17.160 16.440 15.840 15.758  0.611 
 2  10.05 -0.57  0.71505 -0.491 3.719  4.604 10.90  0.000 0.00 16.897 18.153 17.884 17.086 16.624 16.219 15.669 15.217 15.162  0.715 
 2  10.05 -0.57  0.61585 -0.852 3.669  4.702 10.90  0.000 0.00 17.799 19.872 19.211 18.221 17.614 17.113 16.401 15.808 15.726  0.616 
 2  10.05 -0.57  0.63083 -0.797 3.676  4.687 11.00  0.000 0.00 17.763 19.708 19.100 18.140 17.558 17.074 16.386 15.813 15.736  0.631 
 2  10.05 -0.57  0.94518  1.193 3.692  2.932 11.10  0.000 0.00 12.887 14.549 14.088 13.167 12.655 12.201 11.559 11.027 10.968  0.945 
 2  10.05 -0.57  0.74637 -0.373 3.734  4.566 11.50  0.000 0.00 17.201 18.238 18.082 17.348 16.919 16.539 16.036 15.623 15.575  0.746 
 2  10.05 -0.57  0.66723 -0.666 3.695  4.652 11.50  0.000 0.00 17.935 19.571 19.109 18.218 17.692 17.244 16.617 16.098 16.031  0.667 
 2  10.05 -0.57  0.91020  0.368 3.783  4.107 11.60  0.000 0.00 15.450 15.965 16.036 15.515 15.185 14.882 14.507 14.202 14.174  0.910 
 2  10.05 -0.57  0.79401 -0.187 3.756  4.495 11.70  0.000 0.00 16.938 17.702 17.682 17.041 16.657 16.311 15.868 15.505 15.467  0.794 
 2  10.05 -0.57  0.71942 -0.475 3.721  4.599 11.70  0.000 0.00 17.656 18.878 18.627 17.838 17.380 16.979 16.437 15.990 15.937  0.719 
 2  10.05 -0.57  0.79711 -0.175 3.757  4.489 11.80  0.000 0.00 17.007 17.757 17.743 17.108 16.726 16.382 15.943 15.583 15.545  0.797 
 2  10.05 -0.57  0.79941 -0.166 3.758  4.485 12.30  0.000 0.00 17.484 18.224 18.215 17.583 17.204 16.861 16.424 16.066 16.029  0.799 
 2  10.05 -0.57  0.79112 -0.199 3.755  4.500 12.30  0.000 0.00 17.567 18.344 18.318 17.671 17.285 16.937 16.491 16.126 16.087  0.791 
 2  10.05 -0.57  0.91743  0.416 3.778  4.043 12.60  0.000 0.00 16.330 16.878 16.937 16.400 16.061 15.751 15.364 15.049 15.020  0.917 
 2  10.05 -0.57  0.80015 -0.163 3.759  4.484 12.70  0.000 0.00 17.877 18.613 18.606 17.975 17.597 17.255 16.818 16.461 16.424  0.800 
 2  10.05 -0.57  0.79021 -0.203 3.754  4.502 12.70  0.000 0.00 17.976 18.757 18.729 18.081 17.694 17.346 16.898 16.532 16.493  0.790 
 2  10.05 -0.57  0.83443 -0.020 3.772  4.413 12.90  0.000 0.00 17.720 18.316 18.371 17.799 17.446 17.125 16.724 16.395 16.364  0.834 
 2  10.05 -0.57  0.83771 -0.005 3.773  4.405 12.90  0.000 0.00 17.684 18.268 18.328 17.762 17.411 17.092 16.694 16.367 16.336  0.838 
 2  10.05 -0.57  0.90839  0.356 3.784  4.121 13.00  0.000 0.00 16.879 17.389 17.462 16.944 16.616 16.314 15.941 15.638 15.610  0.908 
 2  10.05 -0.57  0.95170  1.736 3.701  2.431 13.10  0.000 0.00 13.531 15.076 14.654 13.765 13.275 12.839 12.230 11.732 11.677  0.952 
 2  10.05 -0.57  0.89184  0.256 3.786  4.222 13.50  0.000 0.00 17.631 18.125 18.208 17.695 17.369 17.070 16.702 16.403 16.376  0.892 
 2  10.05 -0.57  0.91694  0.413 3.779  4.049 13.70  0.000 0.00 17.438 17.982 18.042 17.507 17.170 16.861 16.475 16.162 16.133  0.917 
 2  10.05 -0.57  0.87471  0.165 3.784  4.298 13.80  0.000 0.00 18.158 18.662 18.746 18.225 17.895 17.592 17.221 16.917 16.890  0.875 
 2  10.05 -0.57  0.92368  0.460 3.770  3.968 13.80  0.000 0.00 17.421 18.045 18.073 17.501 17.147 16.823 16.414 16.081 16.048  0.924 
 2  10.05 -0.55  0.72338 -0.469 3.721  4.596 11.50  0.000 0.00 17.443 18.673 18.415 17.624 17.166 16.765 16.223 15.776 15.722  0.723 
 2  10.05 -0.55  0.87193  0.134 3.782  4.319 11.60  0.000 0.00 16.034 16.555 16.632 16.102 15.768 15.463 15.087 14.780 14.752  0.872 
 2  10.05 -0.55  0.93123  0.472 3.760  3.922 12.00  0.000 0.00 15.589 16.310 16.294 15.682 15.310 14.972 14.539 14.185 14.149  0.931 
 2  10.05 -0.55  0.86729  0.112 3.781  4.335 12.20  0.000 0.00 16.690 17.219 17.294 16.759 16.423 16.116 15.737 15.427 15.399  0.867 
 2  10.05 -0.55  0.83457 -0.033 3.770  4.421 12.30  0.000 0.00 17.154 17.771 17.815 17.234 16.878 16.555 16.150 15.818 15.785  0.835 
 2  10.05 -0.55  0.91340  0.359 3.783  4.118 12.30  0.000 0.00 16.172 16.690 16.759 16.237 15.906 15.603 15.229 14.925 14.897  0.913 
 2  10.05 -0.55  0.89795  0.267 3.785  4.212 12.40  0.000 0.00 16.504 17.005 17.083 16.567 16.240 15.940 15.571 15.271 15.244  0.898 
 2  10.05 -0.55  0.80526 -0.155 3.759  4.480 12.40  0.000 0.00 17.556 18.294 18.284 17.653 17.275 16.934 16.499 16.142 16.105  0.805 
 2  10.05 -0.55  0.91628  0.378 3.782  4.095 12.50  0.000 0.00 16.326 16.853 16.918 16.391 16.058 15.754 15.376 15.069 15.041  0.916 
 2  10.05 -0.55  0.74973 -0.370 3.734  4.564 12.50  0.000 0.00 18.195 19.243 19.079 18.342 17.912 17.532 17.028 16.613 16.566  0.750 
 2  10.05 -0.55  0.79588 -0.192 3.755  4.496 12.50  0.000 0.00 17.750 18.529 18.500 17.852 17.466 17.119 16.673 16.308 16.270  0.796 
 2  10.05 -0.55  0.85160  0.041 3.776  4.379 13.10  0.000 0.00 17.767 18.328 18.395 17.840 17.496 17.181 16.791 16.472 16.442  0.852 
 2  10.05 -0.55  0.91792  0.388 3.781  4.082 13.60  0.000 0.00 17.399 17.933 17.995 17.465 17.131 16.825 16.445 16.137 16.108  0.918 
 2  10.05 -0.55  0.88578  0.201 3.785  4.270 13.80  0.000 0.00 18.069 18.573 18.653 18.133 17.804 17.503 17.133 16.831 16.804  0.886 
 2  10.05 -0.55  0.90304  0.296 3.785  4.184 14.10  0.000 0.00 18.129 18.632 18.708 18.193 17.865 17.566 17.197 16.896 16.869  0.903 
 2  10.05 -0.55  0.94487  0.731 3.704  3.446 14.30  0.000 0.00 17.243 18.686 18.332 17.473 16.989 16.559 15.961 15.467 15.412  0.945 
 2  10.05 -0.53  0.80238 -0.177 3.756  4.489 10.40  0.000 0.00 15.614 16.387 16.358 15.714 15.329 14.984 14.541 14.178 14.141  0.802 
 2  10.05 -0.53  0.69932 -0.568 3.707  4.623 11.00  0.000 0.00 17.190 18.644 18.269 17.421 16.928 16.503 15.915 15.429 15.369  0.699 
 2  10.05 -0.53  0.81668 -0.120 3.762  4.464 11.40  0.000 0.00 16.470 17.181 17.181 16.562 16.189 15.853 15.426 15.076 15.040  0.817 
 2  10.05 -0.53  0.80963 -0.149 3.759  4.477 11.50  0.000 0.00 16.642 17.383 17.369 16.737 16.359 16.018 15.584 15.227 15.191  0.810 
 2  10.05 -0.53  0.84972  0.019 3.774  4.392 11.90  0.000 0.00 16.623 17.205 17.262 16.696 16.348 16.031 15.636 15.312 15.282  0.850 
 2  10.05 -0.53  0.79305 -0.214 3.752  4.505 12.20  0.000 0.00 17.506 18.322 18.273 17.611 17.219 16.868 16.415 16.043 16.004  0.793 
 2  10.05 -0.53  0.92997  0.440 3.772  3.999 12.30  0.000 0.00 15.970 16.582 16.612 16.045 15.694 15.374 14.971 14.643 14.611  0.930 
 2  10.05 -0.53  0.89501  0.228 3.785  4.246 12.40  0.000 0.00 16.600 17.109 17.184 16.663 16.334 16.033 15.663 15.361 15.334  0.895 
 2  10.05 -0.53  0.94658  0.604 3.709  3.592 12.60  0.000 0.00 15.860 17.243 16.915 16.076 15.600 15.178 14.594 14.113 14.059  0.947 
 2  10.05 -0.53  0.81228 -0.138 3.760  4.472 12.80  0.000 0.00 17.915 18.645 18.636 18.009 17.633 17.294 16.863 16.509 16.473  0.812 
 2  10.05 -0.53  0.86600  0.091 3.779  4.348 13.20  0.000 0.00 17.742 18.286 18.354 17.810 17.471 17.162 16.779 16.466 16.438  0.866 
 2  10.05 -0.53  0.92809  0.428 3.774  4.021 14.00  0.000 0.00 17.701 18.287 18.328 17.773 17.426 17.110 16.714 16.391 16.361  0.928 
 2  10.05 -0.53  0.95291  0.995 3.696  3.154 14.10  0.000 0.00 16.382 17.967 17.540 16.640 16.138 15.694 15.070 14.553 14.495  0.953 
 2  10.05 -0.51  0.59734 -0.939 3.656  4.723 10.40  0.000 0.00 17.517 19.839 19.073 18.026 17.367 16.836 16.079 15.450 15.361  0.597 
 2  10.05 -0.51  0.68231 -0.637 3.696  4.640 11.30  0.000 0.00 17.664 19.291 18.828 17.938 17.416 16.972 16.350 15.834 15.770  0.682 
 2  10.05 -0.51  0.93494  0.448 3.768  3.980 11.40  0.000 0.00 15.050 15.699 15.710 15.128 14.771 14.446 14.034 13.699 13.666  0.935 
 2  10.05 -0.51  0.63735 -0.797 3.674  4.683 11.40  0.000 0.00 18.162 20.160 19.522 18.551 17.961 17.473 16.778 16.196 16.120  0.637 
 2  10.05 -0.51  0.94896  0.564 3.711  3.642 12.00  0.000 0.00 15.361 16.721 16.402 15.569 15.098 14.680 14.102 13.626 13.574  0.949 
 2  10.05 -0.51  0.90576  0.270 3.784  4.206 12.20  0.000 0.00 16.295 16.814 16.882 16.357 16.026 15.725 15.353 15.050 15.023  0.906 
 2  10.05 -0.51  0.83716 -0.047 3.768  4.427 12.30  0.000 0.00 17.187 17.834 17.860 17.268 16.908 16.582 16.172 15.836 15.804  0.837 
 2  10.05 -0.51  0.74154 -0.420 3.726  4.578 12.30  0.000 0.00 18.121 19.287 19.058 18.284 17.838 17.446 16.919 16.485 16.434  0.742 
 2  10.05 -0.51  0.89698  0.221 3.784  4.251 12.40  0.000 0.00 16.618 17.137 17.207 16.681 16.350 16.048 15.676 15.372 15.345  0.897 
 2  10.05 -0.51  0.77097 -0.309 3.740  4.541 12.70  0.000 0.00 18.243 19.219 19.088 18.374 17.957 17.587 17.101 16.701 16.657  0.771 
 2  10.05 -0.51  0.79004 -0.236 3.749  4.513 12.70  0.000 0.00 18.060 18.918 18.847 18.171 17.772 17.416 16.955 16.577 16.536  0.790 
 2  10.05 -0.51  0.85016  0.008 3.773  4.397 13.20  0.000 0.00 17.949 18.548 18.595 18.023 17.672 17.353 16.955 16.629 16.598  0.850 
 2  10.05 -0.51  0.94920  0.571 3.710  3.631 13.60  0.000 0.00 16.942 18.314 17.990 17.154 16.680 16.261 15.681 15.202 15.149  0.949 
 2  10.05 -0.51  0.94345  0.475 3.737  3.832 14.00  0.000 0.00 17.582 18.579 18.434 17.717 17.300 16.925 16.428 16.021 15.977  0.943 
 2  10.05 -0.51  0.93835  0.465 3.759  3.928 14.00  0.000 0.00 17.606 18.345 18.317 17.698 17.324 16.985 16.550 16.196 16.160  0.938 
 2  10.05 -0.49  0.70567 -0.563 3.706  4.618 12.00  0.000 0.00 18.177 19.659 19.266 18.411 17.914 17.488 16.897 16.408 16.349  0.706 
 2  10.05 -0.49  0.79425 -0.229 3.749  4.510 12.00  0.000 0.00 17.344 18.203 18.129 17.452 17.054 16.699 16.238 15.861 15.821  0.794 
 2  10.05 -0.49  0.81377 -0.153 3.758  4.478 12.10  0.000 0.00 17.252 18.017 17.987 17.347 16.965 16.623 16.185 15.827 15.790  0.814 
 2  10.05 -0.49  0.90954  0.276 3.783  4.198 12.40  0.000 0.00 16.481 17.011 17.072 16.542 16.210 15.907 15.533 15.229 15.201  0.910 
 2  10.05 -0.49  0.84333 -0.031 3.769  4.418 12.60  0.000 0.00 17.448 18.092 18.117 17.526 17.168 16.843 16.436 16.102 16.070  0.843 
 2  10.05 -0.49  0.84928 -0.006 3.771  4.405 12.70  0.000 0.00 17.486 18.108 18.142 17.561 17.206 16.885 16.483 16.154 16.122  0.849 
 2  10.05 -0.49  0.85580  0.022 3.773  4.388 12.80  0.000 0.00 17.515 18.115 18.159 17.587 17.236 16.918 16.521 16.197 16.166  0.856 
 2  10.05 -0.49  0.83170 -0.080 3.765  4.443 12.80  0.000 0.00 17.769 18.458 18.463 17.854 17.486 17.155 16.737 16.394 16.360  0.832 
 2  10.05 -0.49  0.90229  0.235 3.783  4.236 12.90  0.000 0.00 17.083 17.612 17.675 17.144 16.812 16.509 16.135 15.831 15.803  0.902 
 2  10.05 -0.49  0.90744  0.264 3.783  4.209 12.90  0.000 0.00 17.010 17.540 17.602 17.072 16.739 16.437 16.063 15.758 15.731  0.907 
 2  10.05 -0.49  0.84656 -0.018 3.770  4.411 13.30  0.000 0.00 18.114 18.746 18.776 18.191 17.834 17.512 17.107 16.776 16.744  0.847 
 2  10.05 -0.49  0.96555  1.726 3.692  2.412 13.40  0.000 0.00 13.856 15.584 15.066 14.125 13.614 13.163 12.524 12.001 11.942  0.966 
 2  10.05 -0.49  0.92746  0.382 3.778  4.082 13.60  0.000 0.00 17.415 17.979 18.024 17.480 17.140 16.831 16.445 16.132 16.103  0.927 
 2  10.05 -0.49  0.96549  1.727 3.692  2.410 14.20  0.000 0.00 14.653 16.389 15.868 14.924 14.412 13.960 13.320 12.796 12.737  0.965 
 2  10.05 -0.49  0.93193  0.410 3.775  4.042 14.30  0.000 0.00 18.045 18.636 18.671 18.113 17.767 17.452 17.057 16.737 16.706  0.932 
 2  10.05 -0.49  0.96231  1.500 3.676  2.572 15.10  0.000 0.00 16.121 18.108 17.478 16.466 15.916 15.434 14.738 14.162 14.096  0.962 
 2  10.05 -0.47  0.68668 -0.639 3.694  4.637 11.30  0.000 0.00 17.668 19.343 18.853 17.952 17.423 16.975 16.347 15.825 15.761  0.687 
 2  10.05 -0.47  0.69761 -0.601 3.700  4.627 11.80  0.000 0.00 18.072 19.657 19.210 18.329 17.816 17.379 16.768 16.263 16.201  0.698 
 2  10.05 -0.47  0.96162  1.166 3.689  2.956 12.10  0.000 0.00 13.956 15.709 15.193 14.248 13.726 13.268 12.615 12.076 12.015  0.962 
 2  10.05 -0.47  0.75303 -0.395 3.728  4.568 12.30  0.000 0.00 18.059 19.212 18.985 18.216 17.772 17.384 16.863 16.434 16.385  0.753 
 2  10.05 -0.47  0.91559  0.298 3.782  4.174 12.40  0.000 0.00 16.426 16.970 17.022 16.486 16.152 15.848 15.471 15.165 15.137  0.916 
 2  10.05 -0.47  0.80609 -0.192 3.753  4.494 12.70  0.000 0.00 17.950 18.772 18.713 18.051 17.660 17.311 16.861 16.493 16.454  0.806 
 2  10.05 -0.47  0.78542 -0.272 3.743  4.526 12.80  0.000 0.00 18.251 19.193 19.075 18.372 17.961 17.598 17.121 16.731 16.688  0.785 
 2  10.05 -0.47  0.90648  0.247 3.782  4.221 12.90  0.000 0.00 17.053 17.596 17.651 17.114 16.780 16.476 16.099 15.793 15.765  0.906 
 2  10.05 -0.47  0.96056  1.043 3.693  3.094 13.30  0.000 0.00 15.462 17.140 16.661 15.736 15.223 14.773 14.135 13.608 13.549  0.961 
 2  10.05 -0.47  0.93169  0.395 3.776  4.060 13.40  0.000 0.00 17.182 17.770 17.805 17.248 16.903 16.590 16.198 15.880 15.850  0.932 
 2  10.05 -0.47  0.91009  0.267 3.782  4.203 13.50  0.000 0.00 17.603 18.146 18.200 17.664 17.329 17.025 16.649 16.342 16.314  0.910 
 2  10.05 -0.45  0.48536 -1.296 3.621  4.850  9.90  0.000 0.00 17.909 20.819 19.867 18.660 17.868 17.224 16.374 15.720 15.595  0.485 
 2  10.05 -0.45  0.65835 -0.746 3.679  4.665 10.80  0.000 0.00 17.436 19.380 18.761 17.801 17.223 16.745 16.064 15.496 15.424  0.658 
 2  10.05 -0.45  0.91849  0.306 3.780  4.162 12.10  0.000 0.00 16.105 16.665 16.708 16.165 15.828 15.522 15.142 14.834 14.805  0.918 
 2  10.05 -0.45  0.90423  0.226 3.780  4.236 12.10  0.000 0.00 16.304 16.862 16.909 16.365 16.028 15.722 15.343 15.035 15.007  0.904 
 2  10.05 -0.45  0.94758  0.456 3.732  3.835 13.40  0.000 0.00 17.031 18.111 17.919 17.175 16.746 16.365 15.855 15.437 15.392  0.948 
 2  10.05 -0.45  0.88197  0.122 3.778  4.320 13.70  0.000 0.00 18.166 18.740 18.786 18.230 17.887 17.577 17.192 16.879 16.850  0.882 
 2  10.05 -0.45  0.89667  0.182 3.779  4.272 13.80  0.000 0.00 18.115 18.678 18.726 18.177 17.837 17.530 17.149 16.838 16.810  0.897 
 2  10.05 -0.45  0.88803  0.146 3.779  4.301 13.80  0.000 0.00 18.204 18.772 18.819 18.267 17.926 17.617 17.235 16.923 16.894  0.888 
 2  10.05 -0.43  0.60525 -0.940 3.653  4.719 10.70  0.000 0.00 17.819 20.224 19.416 18.350 17.678 17.139 16.371 15.733 15.643  0.605 
 2  10.05 -0.43  0.95540  0.863 3.695  3.283 13.00  0.000 0.00 15.613 17.259 16.791 15.876 15.368 14.923 14.295 13.777 13.718  0.955 
 2  10.05 -0.43  0.85022 -0.025 3.768  4.409 13.10  0.000 0.00 17.932 18.611 18.611 18.009 17.646 17.320 16.910 16.574 16.541  0.850 
 2  10.05 -0.43  0.87111  0.067 3.774  4.353 13.40  0.000 0.00 18.002 18.614 18.644 18.069 17.719 17.403 17.009 16.687 16.657  0.871 
 2  10.05 -0.43  0.93350  0.395 3.769  4.037 13.90  0.000 0.00 17.682 18.342 18.340 17.753 17.397 17.075 16.668 16.337 16.305  0.933 
 2  10.05 -0.41  0.83048 -0.113 3.760  4.454 11.70  0.000 0.00 16.752 17.524 17.480 16.841 16.461 16.123 15.691 15.338 15.303  0.830 
 2  10.05 -0.41  0.81598 -0.173 3.754  4.484 12.30  0.000 0.00 17.501 18.334 18.262 17.598 17.207 16.861 16.414 16.049 16.011  0.816 
 2  10.05 -0.41  0.81744 -0.167 3.755  4.481 12.90  0.000 0.00 18.087 18.913 18.844 18.183 17.793 17.448 17.002 16.639 16.601  0.817 
 2  10.05 -0.41  0.95301  0.881 3.694  3.256 13.30  0.000 0.00 15.868 17.555 17.065 16.139 15.625 15.177 14.542 14.019 13.960  0.953 
 2  10.05 -0.39  0.77929 -0.324 3.735  4.541 12.70  0.000 0.00 18.280 19.362 19.163 18.417 17.987 17.612 17.113 16.703 16.658  0.779 
 2  10.05 -0.39  0.95132  1.023 3.688  3.091 13.30  0.000 0.00 15.512 17.309 16.764 15.808 15.280 14.822 14.168 13.628 13.567  0.951 
 2  10.05 -0.39  0.95549  1.836 3.653  2.140 13.60  0.000 0.00 13.779 16.311 15.407 14.260 13.645 13.114 12.327 11.676 11.597  0.955 
 2  10.05 -0.37  0.59036 -1.007 3.644  4.737  9.80  0.000 0.00 17.086 19.675 18.798 17.686 16.976 16.408 15.611 14.956 14.860  0.590 
 2  10.05 -0.37  0.88691  0.133 3.772  4.289 12.00  0.000 0.00 16.438 17.084 17.088 16.502 16.148 15.831 15.434 15.110 15.079  0.887 
 2  10.05 -0.37  0.88147  0.103 3.772  4.313 12.70  0.000 0.00 17.212 17.864 17.866 17.277 16.922 16.604 16.205 15.880 15.849  0.881 
 2  10.05 -0.37  0.84958 -0.041 3.764  4.409 13.30  0.000 0.00 18.172 18.910 18.875 18.250 17.879 17.548 17.128 16.786 16.751  0.850 
 2  10.05 -0.35  0.81529 -0.201 3.749  4.492 12.40  0.000 0.00 17.673 18.586 18.468 17.776 17.374 17.021 16.560 16.185 16.145  0.815 
 2  10.05 -0.33  0.81300 -0.223 3.746  4.500 10.80  0.000 0.00 16.129 17.091 16.945 16.238 15.829 15.471 15.002 14.619 14.578  0.813 
 2  10.05 -0.33  0.91162  0.197 3.772  4.234 11.00  0.000 0.00 15.279 15.947 15.934 15.342 14.986 14.668 14.269 13.945 13.913  0.912 
 2  10.05 -0.33  0.90114  0.145 3.771  4.279 13.50  0.000 0.00 17.909 18.581 18.568 17.973 17.615 17.297 16.897 16.572 16.540  0.901 
 2  10.05 -0.31  0.81189 -0.241 3.743  4.505 12.50  0.000 0.00 17.873 18.884 18.711 17.989 17.573 17.210 16.732 16.343 16.301  0.812 
 2  10.05 -0.31  0.85332 -0.080 3.758  4.429 13.30  0.000 0.00 18.270 19.088 19.009 18.355 17.971 17.633 17.199 16.846 16.810  0.853 
 2  10.05 -0.31  0.95976  0.407 3.750  3.958 13.90  0.000 0.00 17.653 18.561 18.433 17.749 17.352 17.001 16.543 16.171 16.132  0.960 
 2  10.07 -1.05  0.75617 -0.152 3.774  4.511 12.00  0.000 0.00 17.150 17.633 17.791 17.261 16.915 16.589 16.187 15.855 15.821  0.756 
 2  10.07 -1.03  0.83238  0.276 3.801  4.231 13.70  0.000 0.00 17.779 18.120 18.297 17.867 17.569 17.285 16.946 16.666 16.644  0.832 
 2  10.07 -1.03  0.84861  0.416 3.796  4.082 14.30  0.000 0.00 18.031 18.399 18.560 18.118 17.815 17.525 17.174 16.887 16.863  0.849 
 2  10.07 -1.01  0.71665 -0.340 3.752  4.589 10.20  0.000 0.00 15.821 16.515 16.575 15.951 15.564 15.206 14.752 14.380 14.335  0.717 
 2  10.07 -1.01  0.85412  0.457 3.790  4.018 14.00  0.000 0.00 17.627 18.034 18.181 17.718 17.404 17.105 16.739 16.439 16.413  0.854 
 2  10.07 -0.99  0.86897  0.721 3.723  3.496 14.60  0.000 0.00 17.568 18.580 18.484 17.754 17.319 16.915 16.375 15.929 15.876  0.869 
 2  10.07 -0.97  0.71807 -0.344 3.751  4.588 12.50  0.000 0.00 18.131 18.850 18.894 18.261 17.871 17.510 17.052 16.677 16.632  0.718 
 2  10.07 -0.97  0.83802  0.284 3.798  4.215 13.20  0.000 0.00 17.259 17.619 17.786 17.344 17.042 16.754 16.410 16.126 16.103  0.838 
 2  10.07 -0.95  0.79562  0.011 3.785  4.415 13.40  0.000 0.00 18.143 18.573 18.733 18.239 17.912 17.604 17.230 16.921 16.893  0.796 
 2  10.07 -0.93  0.75591 -0.189 3.767  4.519  9.60  0.000 0.00 14.842 15.414 15.521 14.953 14.593 14.258 13.840 13.495 13.459  0.756 
 2  10.07 -0.93  0.76926 -0.127 3.773  4.489 11.90  0.000 0.00 16.987 17.501 17.633 17.091 16.743 16.417 16.014 15.681 15.648  0.769 
 2  10.07 -0.93  0.81200  0.094 3.790  4.360 12.90  0.000 0.00 17.434 17.841 18.001 17.524 17.206 16.907 16.544 16.245 16.219  0.812 
 2  10.07 -0.93  0.82573  0.178 3.795  4.301 13.20  0.000 0.00 17.524 17.906 18.069 17.610 17.301 17.008 16.657 16.366 16.343  0.826 
 2  10.07 -0.91  0.68057 -0.512 3.727  4.638 11.40  0.000 0.00 17.449 18.480 18.361 17.621 17.184 16.788 16.266 15.840 15.783  0.681 
 2  10.07 -0.91  0.66088 -0.589 3.716  4.659 11.80  0.000 0.00 18.043 19.233 19.031 18.247 17.785 17.371 16.817 16.363 16.301  0.661 
 2  10.07 -0.91  0.71149 -0.387 3.744  4.599 12.10  0.000 0.00 17.837 18.656 18.644 17.976 17.572 17.202 16.726 16.336 16.288  0.711 
 2  10.07 -0.91  0.83551  0.232 3.795  4.256 12.10  0.000 0.00 16.291 16.672 16.830 16.374 16.067 15.776 15.426 15.138 15.115  0.836 
 2  10.07 -0.91  0.82646  0.173 3.794  4.303 13.10  0.000 0.00 17.436 17.826 17.985 17.522 17.210 16.917 16.563 16.272 16.248  0.826 
 2  10.07 -0.91  0.86081  0.440 3.786  4.022 13.20  0.000 0.00 16.871 17.315 17.442 16.959 16.636 16.332 15.958 15.652 15.625  0.861 
 2  10.07 -0.91  0.84749  0.320 3.795  4.173 14.00  0.000 0.00 17.969 18.354 18.505 18.050 17.743 17.453 17.103 16.815 16.792  0.847 
 2  10.07 -0.91  0.88257  1.719 3.685  2.352 14.10  0.000 0.00 14.573 16.245 15.810 14.883 14.365 13.893 13.231 12.679 12.615  0.883 
 2  10.07 -0.89  0.70320 -0.426 3.739  4.611 10.80  0.000 0.00 16.635 17.528 17.477 16.784 16.369 15.990 15.499 15.097 15.047  0.703 
 2  10.07 -0.89  0.72695 -0.327 3.751  4.574 12.20  0.000 0.00 17.787 18.528 18.553 17.913 17.522 17.162 16.704 16.328 16.284  0.727 
 2  10.07 -0.89  0.74303 -0.258 3.758  4.546 12.50  0.000 0.00 17.914 18.577 18.638 18.031 17.655 17.307 16.869 16.509 16.468  0.743 
 2  10.07 -0.89  0.85622  0.380 3.792  4.103 13.70  0.000 0.00 17.521 17.933 18.070 17.603 17.290 16.995 16.636 16.342 16.316  0.856 
 2  10.07 -0.87  0.64534 -0.658 3.705  4.673 11.50  0.000 0.00 17.915 19.283 18.984 18.154 17.665 17.233 16.644 16.162 16.094  0.645 
 2  10.07 -0.87  0.85910  0.391 3.790  4.086 11.60  0.000 0.00 15.394 15.820 15.950 15.476 15.159 14.862 14.498 14.200 14.174  0.859 
 2  10.07 -0.87  0.86440  0.442 3.783  4.010 12.30  0.000 0.00 15.966 16.433 16.550 16.053 15.725 15.417 15.037 14.725 14.697  0.864 
 2  10.07 -0.87  0.84389  0.270 3.794  4.216 12.80  0.000 0.00 16.896 17.293 17.439 16.976 16.666 16.374 16.021 15.731 15.707  0.844 
 2  10.07 -0.87  0.82008  0.116 3.789  4.339 13.00  0.000 0.00 17.479 17.899 18.047 17.565 17.246 16.946 16.583 16.283 16.257  0.820 
 2  10.07 -0.87  0.83273  0.194 3.793  4.283 13.10  0.000 0.00 17.386 17.786 17.936 17.468 17.156 16.862 16.507 16.215 16.191  0.833 
 2  10.07 -0.87  0.84912  0.308 3.794  4.179 13.50  0.000 0.00 17.499 17.899 18.042 17.579 17.269 16.977 16.623 16.333 16.309  0.849 
 2  10.07 -0.85  0.63208 -0.713 3.697  4.686 11.40  0.000 0.00 17.953 19.460 19.089 18.224 17.713 17.266 16.651 16.145 16.073  0.632 
 2  10.07 -0.85  0.69936 -0.451 3.734  4.616 11.70  0.000 0.00 17.597 18.558 18.468 17.754 17.329 16.944 16.441 16.029 15.977  0.699 
 2  10.07 -0.85  0.68636 -0.502 3.727  4.630 12.10  0.000 0.00 18.125 19.179 19.042 18.296 17.857 17.461 16.938 16.510 16.454  0.686 
 2  10.07 -0.85  0.76270 -0.181 3.765  4.510 12.10  0.000 0.00 17.324 17.928 18.011 17.431 17.067 16.731 16.310 15.964 15.927  0.763 
 2  10.07 -0.85  0.88828  2.729 3.624  1.098 12.70  0.000 0.00 10.647 13.866 12.661 11.345 10.647 10.035  9.129  8.366  8.272  0.888 
 2  10.07 -0.85  0.79794 -0.014 3.780  4.422 13.10  0.000 0.00 17.905 18.382 18.515 17.996 17.661 17.347 16.963 16.646 16.617  0.798 
